# t  Upot  K  Etot  T  lambda
    0.009275     -1971.1638091180      1122.6018702511      -848.5619388669         1.8756923480         1.0001625042
    0.018550     -1976.0710739356      1141.2871561896      -834.7839177460         1.9069125417         0.9981186130
    0.027825     -1982.7952480468      1168.0194570479      -814.7757909989         1.9515780402         0.9953285520
    0.037100     -1987.2611152129      1196.7782076384      -790.4829075744         1.9996294196         0.9924903401
    0.046375     -1987.1192593269      1222.9284268292      -764.1908324977         2.0433223506         0.9900450408
    0.055650     -1983.3665244114      1245.7827707686      -737.5837536428         2.0815083889         0.9880059021
    0.064925     -1978.8666891318      1267.5524954807      -711.3141936511         2.1178821980         0.9861429852
    0.074200     -1975.2001757113      1289.9743045302      -685.2258711812         2.1553455381         0.9843004124
    0.083474     -1973.0334014045      1313.7716244367      -659.2617769678         2.1951071419         0.9824242652
    0.092749     -1974.0384616867      1338.9361106503      -635.1023510364         2.2371530671         0.9805238702
    0.102024     -1978.7798062671      1363.4457716953      -615.3340345718         2.2781048817         0.9787503570
    0.111299     -1986.9864357424      1385.4111033564      -601.5753323860         2.3148055194         0.9772220214
    0.120574     -1999.2631435784      1404.8081005695      -594.4550430089         2.3472148715         0.9759178090
    0.129849     -2014.6969827385      1420.5964404503      -594.1005422882         2.3735947209         0.9748862375
    0.139124     -2030.1181629745      1430.1956767968      -599.9224861777         2.3896335452         0.9742717382
    0.148399     -2042.6915292877      1432.3601603925      -610.3313688952         2.3932500591         0.9741344747
    0.157674     -2051.2198617601      1427.9282964488      -623.2915653113         2.3858451068         0.9744160358
    0.166949     -2055.6592198644      1418.7981996318      -636.8610202326         2.3705901414         0.9750024080
    0.176224     -2056.8282515409      1407.6110840486      -649.2171674923         2.3518982190         0.9757327386
    0.185499     -2056.9492662508      1397.7612911528      -659.1879750980         2.3354407538         0.9763868330
    0.194774     -2059.0303676891      1391.8394520214      -667.1909156677         2.3255462858         0.9767851839
    0.204049     -2064.6100381200      1389.4688358830      -675.1412022371         2.3215853565         0.9769457402
    0.213324     -2072.3599122112      1387.8900119829      -684.4699002282         2.3189473884         0.9770530187
    0.222599     -2079.8083471967      1384.8843377268      -694.9240094699         2.3139253763         0.9772580236
    0.231874     -2085.6625377972      1380.3605021944      -705.3020356029         2.3063667539         0.9775685048
    0.241148     -2090.0364166714      1375.3716572593      -714.6647594121         2.2980311734         0.9779136158
    0.250423     -2092.9851141254      1370.3313765511      -722.6537375743         2.2896096517         0.9782652123
    0.259698     -2093.8751625760      1364.9265279289      -728.9486346471         2.2805789940         0.9786455519
    0.268973     -2092.6169303116      1359.7316558390      -732.8852744726         2.2718991743         0.9790143885
    0.278248     -2090.6000483556      1356.6041213739      -733.9959269818         2.2666735528         0.9792380090
    0.287523     -2089.7404564668      1356.9149913073      -732.8254651595         2.2671929679         0.9792157286
    0.296798     -2090.8199870029      1360.0655554580      -730.7544315449         2.2724570684         0.9789905843
    0.306073     -2093.4594211675      1364.2851013428      -729.1743198248         2.2795072704         0.9786909188
    0.315348     -2097.0554607360      1367.9787127416      -729.0767479944         2.2856787180         0.9784303456
    0.324623     -2101.2834856465      1370.2287390473      -731.0547465992         2.2894381605         0.9782724029
    0.333898     -2106.1394356614      1370.7803602317      -735.3590754298         2.2903598333         0.9782337721
    0.343173     -2111.5855343480      1369.7167941205      -741.8687402275         2.2885827805         0.9783082870
    0.352448     -2117.2256413754      1367.1590416757      -750.0665996997         2.2843091757         0.9784880314
    0.361723     -2122.5447354863      1363.3420057772      -759.2027297090         2.2779315051         0.9787577112
    0.370998     -2127.4232431839      1358.8722608231      -768.5509823608         2.2704632595         0.9790757179
    0.380273     -2132.5715102991      1354.8176666832      -777.7538436159         2.2636886661         0.9793662740
    0.389547     -2139.0942446836      1352.0299196615      -787.0643250222         2.2590307764         0.9795672088
    0.398822     -2146.8791592757      1349.9014535398      -796.9777057359         2.2554744420         0.9797212665
    0.408097     -2154.3243926110      1346.7691567832      -807.5552358278         2.2502408635         0.9799489998
    0.417372     -2160.1456337427      1341.8336592962      -818.3119744465         2.2419944182         0.9803103177
    0.426647     -2164.3365384988      1335.7894557115      -828.5470827874         2.2318954983         0.9807569907
    0.435922     -2167.6839955305      1329.8876054578      -837.7963900727         2.2220344285         0.9811976592
    0.445197     -2170.7869153554      1324.8500171585      -845.9368981969         2.2136174054         0.9815773783
    0.454472     -2173.5543341666      1320.4370277144      -853.1173064522         2.2062439895         0.9819127640
    0.463747     -2175.1179054131      1315.7496851656      -859.3682202475         2.1984121724         0.9822718450
    0.473022     -2174.3177053590      1310.0906750029      -864.2270303561         2.1889568505         0.9827093176
    0.482297     -2170.7193245878      1303.8274650119      -866.8918595758         2.1784920050         0.9831986172
    0.491572     -2165.2387280132      1298.2852632558      -866.9534647575         2.1692318517         0.9836361449
    0.500847     -2159.4709159473      1294.5634184630      -864.9074974843         2.1630132305         0.9839323989
    0.510122     -2154.6478462563      1292.9476449630      -861.7002012933         2.1603135254         0.9840616272
    0.519397     -2151.7898617416      1293.6123346761      -858.1775270654         2.1614241181         0.9840084206
    0.528672     -2151.7271573458      1296.6913258477      -855.0358314981         2.1665686313         0.9837627793
    0.537947     -2154.3906946794      1301.4769189756      -852.9137757038         2.1745646098         0.9833836541
    0.547221     -2158.9534386602      1306.5073932341      -852.4460454261         2.1829697464         0.9829885900
    0.556496     -2164.3862168350      1310.2951602055      -854.0910566296         2.1892985133         0.9826934338
    0.565771     -2169.6949129978      1311.7897928818      -857.9051201161         2.1917958110         0.9825775085
